ID RH;RG;CPF;Ramal;Estado Civil;Nome Completo;Login;Data de Nascimento;CEP;Data de Contratacao;Data de Demissao;Dias Uteis Trabalhados Ano Orcamentario;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Bandeira;Codigos;Quantidade de Acessos;Ferias Acumuladas;Ferias Remuneradas;Horas Extras;Valores Adicionais;ID de Pessoal;ID da area;Nível;Área;COD Área;COD Nível;Quadro;Bonus;Contratacao;Descrição Nível;Tempo no Nível;Plano de Saúde;Plano Odontológico;Setor Responsável;Plano de Carreira
230;725666141;94362680879;2424;S;Ramon Garcia Bittencourt;ramon.bittencourt;1970-04-14;33629449;1992-08-28;0;186;15589;7794,5;3117,8;286;624,96;OPI;;MRX6530-QPI;54;42;;139;;;10;;;;;;;;;;;;;
231;418063615;4552100166;2386;C;Nicole Marcondes dos Santos;nicole.santos;1978-02-21;35408848;2015-10-22;0;163;16869;8434,5;3373,8;154;547,68;LOV;;SFG1415-ZAX;34;26;;25;;;545;;;;;;;;;;;;;
232;921624055;28054605638;6993;S;Nathalia Bach;nathalia.bach;1978-10-14;27293893;2015-09-24;2018-01-07;152;22286;11143;4457,2;154;510,72;FIII;;QHT4347-LXV;105;26;;15;;;322;;;;;;;;;;;;;
233;252585246;81032809164;6776;S;Bruno de Almeida Silva;bruno.silva;1972-01-13;24097080;2009-01-16;0;220;11384;5692;2276,8;198;739,2;OPII;;FZI3238-KRL;86;21;;113;;;10;;;;;;;;;;;;;
234;646478878;52866028094;4311;C;Maryanna Ferraz;maryanna.ferraz;1995-11-11;31571800;2013-11-06;0;155;20411;10205,5;4082,2;264;520,8;FIII;;XIG2823-MZZ;150;16;;36;;;322;;;;;;;;;;;;;
235;582906251;66914201307;6940;S;Luis Morgado;luis.morgado;1993-12-30;26310355;2011-12-26;2018-01-07;183;8810;4405;1762;198;614,88;OPI;;FHT9969-BPQ;127;52;;21;;;10;;;;;;;;;;;;;
236;316788080;24164901253;1482;S;Nicole Vaz;nicole.vaz;1972-02-10;30246676;1996-06-15;0;150;17871;8935,5;3574,2;154;504;LOIV;;VOE1043-NCT;24;50;;60;;;545;;;;;;;;;;;;;
237;871167970;23864376350;5040;C;Ananda Garcia Soares;ananda.soares;1979-08-19;27492861;2014-07-25;0;232;20723;10361,5;4144,6;286;779,52;ADI;;GXW7594-VTA;148;44;;45;;;213;;;;;;;;;;;;;
238;538427479;34124760873;7799;C;Carolina Venceslau Santos de Gusmão;carolina.gusmão;1987-07-10;47713889;2017-05-17;2018-01-07;213;6827;3413,5;1365,4;308;715,68;COI;;PDF3967-JQZ;53;46;;2;;;11;;;;;;;;;;;;;
239;178981169;63773722554;3623;C;Pedro Domingos;pedro.domingos;1988-05-23;48644823;2006-05-19;0;226;3314;1657;662,8;242;759,36;FII;;IUU8732-TGE;120;34;;22;;;322;;;;;;;;;;;;;
240;435983446;54295209030;6688;C;Ana Alvarenga dos Santos;ana.santos;1991-05-28;21154117;2009-05-23;2018-01-07;196;11321;5660,5;2264,2;176;658,56;OPII;;LPF1913-MWR;141;51;;168;;;10;;;;;;;;;;;;;
241;788952836;6339514845;4917;S;Tadeu Ferraz;tadeu.ferraz;1991-02-02;45998524;2014-11-22;0;246;15572;7786;3114,4;154;826,56;LOV;;LTW8906-FJU;52;51;;102;;;545;;;;;;;;;;;;;
242;607552422;65307089428;6039;S;Paula Mota;paula.mota;1999-12-06;24948027;2017-12-01;0;164;19633;9816,5;3926,6;176;551,04;COIII;;YEW1874-FEF;117;43;;28;;;11;;;;;;;;;;;;;
243;881550456;9423229923;6151;C;Juliana Rodrigues;juliana.rodrigues;1977-07-12;23394423;2015-07-03;0;173;5929;2964,5;1185,8;242;581,28;FII;;WGI6841-OEE;43;24;;15;;;322;;;;;;;;;;;;;
244;731743704;77138440376;2505;C;Felipe Miranda;felipe.miranda;1978-03-11;33804710;1999-05-27;0;186;1032;516;206,4;264;624,96;LOII;;XQI1381-INS;63;36;;63;;;545;;;;;;;;;;;;;
245;465247813;87695128391;4929;S;Ana da Cunha;ana.cunha;1970-01-30;31002977;1995-03-16;0;179;3960;1980;792;220;601,44;COV;;IAL2823-TKS;131;52;;18;;;11;;;;;;;;;;;;;
246;859264176;4267620637;4882;C;Joana Guimarães;joana.guimarães;1973-05-16;47379836;1992-08-11;0;197;4368;2184;873,6;242;661,92;OPI;;FIA9989-EKR;121;53;;189;;;10;;;;;;;;;;;;;
247;744215664;70245813950;6262;C;Lorena de Moraes Junior;lorena.junior;1974-12-13;46256189;2012-07-31;2018-01-07;214;4192;2096;838,4;242;719,04;ADII;;WLZ9413-AGY;53;28;;23;;;213;;;;;;;;;;;;;
248;684337006;72860863554;3496;S;Priscila de Oliveira;priscila.oliveira;1997-06-14;45007080;2015-06-10;0;186;10707;5353,5;2141,4;198;624,96;FIII;;BRI4603-SPO;45;56;;198;;;322;;;;;;;;;;;;;
249;200311881;7753712219;6479;S;Julie Barros ;julie.barros ;1973-05-19;36938343;1995-09-16;0;205;5419;2709,5;1083,8;198;688,8;COIII;;LXK4954-AVQ;87;34;;52;;;11;;;;;;;;;;;;;
250;762646893;99592686753;1454;S;Rodrigo da Silva;rodrigo.silva;1998-11-11;25877524;2016-11-06;2018-01-07;243;23873;11936,5;4774,6;176;816,48;OPIII;;TMB8727-BIM;99;32;;195;;;10;;;;;;;;;;;;;
251;122846690;26234736467;3226;C;Julia Andrade Gomes;julia.gomes;1974-06-07;45515980;2008-04-20;0;216;2176;1088;435,2;176;725,76;ADII;;FZC9462-EUC;113;39;;82;;;213;;;;;;;;;;;;;
252;125277533;1392585689;6408;C;Marcelo Moita;marcelo.moita;1993-01-30;42949440;2013-03-02;0;187;17534;8767;3506,8;198;628,32;COV;;EHE6421-GUR;150;0;;93;;;11;;;;;;;;;;;;;
253;378766004;41544845862;4173;C;Pedro Testahy Barros Afonso;pedro.afonso;1985-12-08;39951689;2009-04-17;2016-05-02;248;12570;6285;2514;154;833,28;ADII;;QUN8008-MOJ;122;52;;174;;;213;;;;;;;;;;;;;
254;451822946;80152477467;4603;C;Igor Jimenez Jimbo;igor.jimbo;1972-11-25;37716185;1992-03-04;1996-07-08;239;2707;1353,5;541,4;242;803,04;FIII;;TJB5052-LMM;137;15;;170;;;322;;;;;;;;;;;;;
255;118888915;12307452053;5696;S;Catarina Virginio;catarina.virginio;1982-03-16;24441727;2011-06-02;0;242;16096;8048;3219,2;220;813,12;OPII;;LUH1798-WDO;42;46;;51;;;10;;;;;;;;;;;;;
256;153487556;25060647407;4787;S;Matheus de Souza Fróes;matheus.fróes;1982-07-29;27699219;2000-07-24;0;210;14507;7253,5;2901,4;242;705,6;LOIII;;TTU7859-SBX;91;60;;117;;;545;;;;;;;;;;;;;
257;847818602;54899031101;5727;S;Manuela Tavares;manuela.tavares;1987-01-23;29581063;2014-04-13;0;203;13251;6625,5;2650,2;286;682,08;COIII;;OUC3982-UEW;54;28;;152;;;11;;;;;;;;;;;;;
258;271215970;46602101730;2770;C;Bruna Ferreira;bruna.ferreira;1998-02-11;23019973;2016-02-07;0;235;20089;10044,5;4017,8;154;789,6;OPIII;;KYY2667-RBC;50;35;;78;;;10;;;;;;;;;;;;;
259;284748208;80672836249;7876;S;Maria Leite Ursulino;maria.ursulino;1979-01-14;38075416;2003-06-28;0;186;5353;2676,5;1070,6;242;624,96;LOII;;CHE9313-SIA;27;31;;162;;;545;;;;;;;;;;;;;
260;163342036;89161415175;1218;S;Lucas Racy;lucas.racy;1970-02-08;24975046;2004-09-21;0;157;5774;2887;1154,8;220;527,52;LOI;;IVN6473-GAV;78;4;;52;;;545;;;;;;;;;;;;;
261;267494883;81911347285;7776;C;Eduarda Chagas;eduarda.chagas;1976-10-30;47721989;2016-09-13;0;154;4534;2267;906,8;242;517,44;ADI;;WWD2891-ZWA;70;56;;149;;;213;;;;;;;;;;;;;
262;490866364;9116171417;7965;S;Ruan da Paz;ruan.paz;1982-09-09;31718609;2003-05-14;0;216;22198;11099;4439,6;308;725,76;OPV;;EJJ2943-WNL;117;16;;16;;;10;;;;;;;;;;;;;
263;820043586;72370130546;7058;C;Luiza Castro Guimarães;luiza.guimarães;1983-02-07;33770782;2013-06-19;0;160;3657;1828,5;731,4;264;537,6;COIII;;ACU2179-QVY;136;51;;140;;;11;;;;;;;;;;;;;
264;209730569;31008513124;2575;C;Isabella Azevedo Moura;isabella.moura;1987-05-07;44324533;2009-08-24;0;185;5505;2752,5;1101;198;621,6;FIIV;;JTB1048-KMJ;88;45;;56;;;322;;;;;;;;;;;;;
265;755316976;68586619048;4566;C;Mariana Garcia Soares;mariana.soares;1973-01-29;33454155;2003-08-26;0;160;7803;3901,5;1560,6;220;537,6;FII;;QWX8931-OQZ;140;23;;137;;;322;;;;;;;;;;;;;
266;535999094;59961179530;3621;C;Julia Bach;julia.bach;1985-11-14;24119561;2006-03-10;0;187;1425;712,5;285;176;628,32;OPIII;;AAD3481-YZX;138;17;;48;;;10;;;;;;;;;;;;;
267;783877189;3461580057;4870;C;Renan Fernandes;renan.fernandes;1988-10-13;39571725;2006-10-09;0;161;18150;9075;3630;242;540,96;OPI;;PEM3965-OPM;62;47;;127;;;10;;;;;;;;;;;;;
268;564553030;91368502421;5403;C;Rômulo Pereira da Silva;rômulo.silva;1988-06-30;36977064;2006-06-26;2012-09-27;155;9841;4920,5;1968,2;154;520,8;OPI;;RMQ4220-XTG;120;20;;183;;;10;;;;;;;;;;;;;
269;756290052;99002873592;3407;S;José Guimarães;josé.guimarães;1980-10-07;21658387;2010-07-29;0;204;2275;1137,5;455;264;685,44;OPII;;GZD5514-YBU;110;7;;156;;;10;;;;;;;;;;;;;
270;893934446;62393213963;1706;C;Carlos Santos Matta;carlos.matta;1984-02-19;42224082;2002-02-14;0;200;17487;8743,5;3497,4;308;672;FIII;;EKF2037-GGO;47;51;;34;;;322;;;;;;;;;;;;;
271;629699329;39829973621;5397;C;Arthur Gonçalo Cavalcanti;arthur.cavalcanti;1971-06-26;37531834;2002-02-03;0;211;19971;9985,5;3994,2;308;708,96;ADII;;QYM4098-LPR;94;28;;109;;;213;;;;;;;;;;;;;
272;329153268;22620115256;4657;S;Yago de Souza Fróes;yago.fróes;1986-09-29;21752811;2004-09-24;0;161;13638;6819;2727,6;198;540,96;LOIII;;FXX2518-MOO;146;16;;45;;;545;;;;;;;;;;;;;
273;479142780;19199984776;6456;S;Caio Lassaval Farias;caio.farias;1985-02-02;35773038;2004-06-18;0;209;12930;6465;2586;242;702,24;LOI;;QJC6162-JOJ;59;4;;164;;;545;;;;;;;;;;;;;
274;227546734;69998363044;3362;S;Isabella Delgado Fernandes;isabella.fernandes;1992-04-28;44499392;2017-09-18;0;198;3972;1986;794,4;308;665,28;COII;;EJT2724-MRY;30;40;;148;;;11;;;;;;;;;;;;;
275;659376558;92396336337;4058;S;Norman de Souza;norman.souza;1986-10-03;24266793;2004-09-28;2011-08-13;215;10642;5321;2128,4;220;722,4;ADII;;OZB5329-UBA;102;46;;6;;;213;;;;;;;;;;;;;
276;742567433;28671374661;7099;S;Bruno Jorge Montanholi;bruno.montanholi;1975-08-19;44027431;1994-08-23;0;224;12763;6381,5;2552,6;308;752,64;COIII;;IJE9880-FVG;101;3;;85;;;11;;;;;;;;;;;;;
277;239399140;4089857305;7053;C;Nathália Augusto Oliveira;nathália.oliveira;1977-05-06;42747272;2005-10-03;0;230;3208;1604;641,6;286;772,8;LOII;;GHT9995-PJS;110;53;;178;;;545;;;;;;;;;;;;;
278;880941696;34356868253;4712;S;Marta Costa;marta.costa;1972-01-25;25773490;1996-12-12;1997-12-11;237;16801;8400,5;3360,2;198;796,32;OPI;;VGS8954-MLV;68;44;;73;;;10;;;;;;;;;;;;;
279;592764563;98727687805;1950;C;Júlia da Costa Cabral;júlia.cabral;1973-04-18;29192121;2003-10-22;0;229;20199;10099,5;4039,8;242;769,44;ADIII;;SLV3586-IUK;119;40;;88;;;213;;;;;;;;;;;;;
280;873602136;61115281636;5517;S;Luiz Ladogano;luiz.ladogano;1981-05-24;36375961;2010-02-15;0;179;2918;1459;583,6;242;601,44;FIII;;UFL4627-IUP;140;23;;87;;;322;;;;;;;;;;;;;
281;906722059;71566816037;4300;C;Rafael Cunha;rafael.cunha;1985-12-24;41608892;2014-07-13;0;171;19264;9632;3852,8;264;574,56;OPV;;XNY1295-GZJ;47;0;;188;;;10;;;;;;;;;;;;;
282;861008612;85003539784;6194;S;Igor de Rezende;igor.rezende;1976-06-06;47611751;2007-07-03;0;172;23024;11512;4604,8;176;577,92;LOII;;YXF7664-CQG;24;1;;98;;;545;;;;;;;;;;;;;
283;518862052;32551184304;4703;S;Rafael de Souza;rafael.souza;1986-09-04;42197115;2004-08-30;0;222;9875;4937,5;1975;242;745,92;LOIII;;AXG2167-PCP;131;34;;81;;;545;;;;;;;;;;;;;
284;341053775;60605722970;4089;S;Luiz Viana;luiz.viana;1983-12-22;37765556;2010-11-02;0;160;1917;958,5;383,4;286;537,6;LOI;;NMB9560-GRV;121;22;;172;;;545;;;;;;;;;;;;;
285;593562323;62650733069;1968;S;Henrique Moreira de Brito;henrique.brito;1974-11-09;43057306;2004-07-20;0;182;24399;12199,5;4879,8;220;611,52;ADI;;CDM8570-SDR;61;48;;57;;;213;;;;;;;;;;;;;
286;441345543;82344280083;5984;S;Andressa Queiroz Israel;andressa.israel;1980-10-23;33440265;2017-06-29;0;167;8689;4344,5;1737,8;308;561,12;LOII;;ATG5222-ODJ;79;40;;69;;;545;;;;;;;;;;;;;
287;192219632;36307156622;4628;S;Andre Ribeiro da Costa;andre.costa;1998-05-03;24966863;2016-04-28;0;182;7462;3731;1492,4;154;611,52;FII;;WCZ9008-AXA;113;30;;145;;;322;;;;;;;;;;;;;
288;152639143;94053918847;6255;C;Beatriz Machado Araujo;beatriz.araujo;1985-07-15;33862086;2010-11-03;0;178;2318;1159;463,6;176;598,08;ADI;;BOS3081-RMF;123;26;;75;;;213;;;;;;;;;;;;;
289;541359983;43314300537;3837;C;Beatriz da Costa;beatriz.costa;1981-11-09;32415829;2011-08-05;0;204;21284;10642;4256,8;220;685,44;COV;;ZYQ2691-EAF;97;20;;178;;;11;;;;;;;;;;;;;
290;309821813;40454023848;3705;C;Bruna Jimenez Jimbo;bruna.jimbo;1994-09-25;31789201;2012-09-20;0;151;18385;9192,5;3677;198;507,36;ADIV;;GQH6831-VBD;70;14;;29;;;213;;;;;;;;;;;;;
291;774975977;73829948092;1182;S;Amanda de Lacerda;amanda.lacerda;1992-11-25;44730740;2012-08-17;0;194;11599;5799,5;2319,8;176;651,84;OPII;;ITL8735-BOJ;72;56;;43;;;10;;;;;;;;;;;;;
292;863695110;3287383935;3689;S;Flávio Fontes;flávio.fontes;1986-09-11;23553929;2015-08-08;0;154;2432;1216;486,4;286;517,44;LOII;;QJD2665-YMB;128;10;;165;;;545;;;;;;;;;;;;;
293;247225334;80378323293;7294;C;João Lima;joão.lima;1980-10-31;30092748;1998-10-27;0;191;15433;7716,5;3086,6;220;641,76;OPIV;;SMP5215-LDY;52;41;;38;;;10;;;;;;;;;;;;;
294;495401275;16960979951;2839;C;Gabriela de Souza Campos;gabriela.campos;1971-06-26;36802373;2001-10-24;0;202;4294;2147;858,8;242;678,72;OPI;;YFP9509-NFX;79;7;;91;;;10;;;;;;;;;;;;;
295;485908652;97038495996;5299;C;Raquel de Souza;raquel.souza;1977-08-17;45729977;2013-10-01;0;199;21263;10631,5;4252,6;220;668,64;OPV;;GCI8666-KBB;59;0;;133;;;10;;;;;;;;;;;;;
296;145789550;79464620395;5752;C;Elaine de Aragao;elaine.aragao;1986-10-06;46366461;2004-10-01;0;169;2623;1311,5;524,6;286;567,84;LOI;;MVT8673-TAJ;99;47;;112;;;545;;;;;;;;;;;;;
297;272376769;12755712372;2142;S;Gabriel Silva Pacheco;gabriel.pacheco;1992-10-01;24028886;2010-09-27;2018-01-07;204;10159;5079,5;2031,8;264;685,44;OPV;;ALJ7137-SSE;91;57;;134;;;10;;;;;;;;;;;;;
298;139663302;39958792552;5138;S;Isabella Meirelles;isabella.meirelles;1980-04-18;23514677;2010-08-03;2018-01-07;224;9495;4747,5;1899;198;752,64;ADI;;EWF3874-KIX;103;52;;20;;;213;;;;;;;;;;;;;
299;559704433;18497444635;5745;C;Elaine Lopes de Almeida;elaine.almeida;1979-10-04;33277794;2008-08-06;0;156;11136;5568;2227,2;286;524,16;ADIII;;HUF6467-APM;142;25;;184;;;213;;;;;;;;;;;;;
300;142582318;47992137771;3972;C;Bruna Yang;bruna.yang;1999-10-02;34348203;2017-09-27;0;168;4759;2379,5;951,8;286;564,48;ADV;;HIN9427-XFZ;44;57;;178;;;213;;;;;;;;;;;;;
301;140134837;59864021426;6065;C;Luis Azevedo;luis.azevedo;1987-10-12;42478137;2005-10-07;0;167;21130;10565;4226;176;561,12;FIII;;QTZ3455-BYB;83;46;;135;;;322;;;;;;;;;;;;;
302;423379756;99318451505;7135;S;Renata Pinheiro;renata.pinheiro;1975-04-18;29519698;2014-09-23;0;151;13020;6510;2604;176;507,36;ADI;;KFV8060-XON;51;7;;149;;;213;;;;;;;;;;;;;
303;133060880;39987802758;6631;C;Matheus Andrade Machado ;matheus.machado;1998-04-17;32912950;2016-04-12;0;204;5584;2792;1116,8;198;685,44;ADI;;UVU8426-QGG;25;25;;29;777.0;;213;;;;;;;;;;;;;
304;795011679;86900440820;5496;C;Júlia Oliveira de Mello Silva;júlia.silva;1994-02-05;23073901;2013-03-08;0;176;8589;4294,5;1717,8;198;591,36;ADIII;;EBW4997-IOS;50;44;;136;;;213;;;;;;;;;;;;;
305;387150232;20262926662;4537;S;Pedro Michetti;pedro.michetti;1986-09-12;31936750;2009-04-25;0;181;8954;4477;1790,8;220;608,16;COV;;DLI6124-ZMG;46;24;;55;;;11;;;;;;;;;;;;;
306;220754906;59988440473;6368;S;Milena Brum;milena.brum;1997-02-14;25500791;2015-02-10;0;154;9069;4534,5;1813,8;220;517,44;ADII;;VEB9376-NZS;79;55;;57;;;213;;;;;;;;;;;;;
307;476903460;87616175713;4937;S;Bernardo Essaber;bernardo.essaber;1971-09-02;37545336;2002-01-19;0;185;3481;1740,5;696,2;242;621,6;OPII;;NRU5664-LIJ;127;10;;170;;;10;;;;;;;;;;;;;
308;355533812;70394094650;1521;S;Camila Fonseca Martinez;camila.martinez;1997-06-05;42786696;2015-06-01;2018-01-07;183;1543;771,5;308,6;154;614,88;COI;;NEZ2991-IBK;82;18;;119;;;11;;;;;;;;;;;;;
309;401055144;45261312483;7799;C;Yuri Valerio Albino;yuri.albino;1977-09-08;47212016;1998-09-01;0;207;17671;8835,5;3534,2;286;695,52;FIIV;;FMB5786-BJI;38;16;;60;;;322;;;;;;;;;;;;;
310;784732330;34362271112;1054;C;Debora Penedo;debora.penedo;1988-01-28;44699953;2006-01-23;0;246;23704;11852;4740,8;154;826,56;OPIII;;POI1154-CTZ;99;41;;26;;;10;;;;;;;;;;;;;
311;748156424;84852806613;6656;S;Flávia Jordao;flávia.jordao;1991-05-29;46284198;2015-04-02;0;171;12672;6336;2534,4;198;574,56;ADII;;PVK4389-RWX;90;8;;134;;;213;;;;;;;;;;;;;
312;159298032;29037097311;1002;C;Matheus Alvarez;matheus.alvarez;1986-01-04;39064996;2003-12-31;0;235;10269;5134,5;2053,8;286;789,6;COI;;VON8953-TRW;58;14;;22;;;11;;;;;;;;;;;;;
313;577830399;59542847658;7055;S;Gabriel Pereira;gabriel.pereira;1992-06-04;29227658;2010-05-31;2011-08-05;187;8995;4497,5;1799;176;628,32;OPIII;;ZEP1154-UVU;27;23;;35;;;10;;;;;;;;;;;;;
314;993812910;58626044991;1384;S;Igor Fiorenza Duque Pinho;igor.pinho;1983-05-14;31028747;2001-05-09;2003-04-03;215;5573;2786,5;1114,6;286;722,4;FIII;;LVX9163-DCY;79;44;;6;;;322;;;;;;;;;;;;;
315;624470056;53722286321;2515;S;Jeferson Ramos;jeferson.ramos;1995-05-09;27864060;2013-05-04;0;200;18822;9411;3764,4;242;672;ADIII;;VFN8880-HWK;149;60;;145;;;213;;;;;;;;;;;;;
316;730391568;62857272800;2243;S;Ary da Silva Costa;ary.costa;1986-12-29;33942826;2004-12-24;2005-11-08;167;9697;4848,5;1939,4;176;561,12;LOI;;TCG9843-OUN;75;53;;190;;;545;;;;;;;;;;;;;
317;736262825;54936395416;6042;S;Giulia Gaspar de Mattos      ;giulia.mattos;1981-01-11;35674535;2002-03-09;0;165;7748;3874;1549,6;220;554,4;COV;;JXN4244-BAG;40;52;;29;;;11;;;;;;;;;;;;;
318;367651731;68011691064;6515;C;Paulo Souza;paulo.souza;1985-06-15;24040827;2013-07-30;2018-01-07;238;23242;11621;4648,4;176;799,68;OPI;;VZI3018-ZMT;49;46;;103;;;10;;;;;;;;;;;;;
319;762705904;22797084021;1314;S;Mariana Figueiredo Barbosa;mariana.barbosa;1975-11-14;22390499;1993-12-17;0;236;10178;5089;2035,6;220;792,96;COIII;;AYX7535-VCD;124;49;;150;;;11;;;;;;;;;;;;;
320;890991369;13470846420;1277;S;Aline da Silva;aline.silva;1976-06-24;47627525;2015-08-15;0;221;4010;2005;802;308;742,56;OPI;;XTQ5141-ILI;67;44;;120;;;10;;;;;;;;;;;;;
321;795644162;60413748030;1321;S;Bruna Mello Varela;bruna.varela;1989-08-06;21544468;2014-04-29;0;236;20854;10427;4170,8;242;792,96;FIIII;;LPK5034-HQO;72;14;;22;;;322;;;;;;;;;;;;;
322;404264948;60331096521;6428;C;Luiza Sobrinho Pereira;luiza.pereira;1995-10-03;35138602;2016-03-09;0;204;14488;7244;2897,6;308;685,44;FII;;SSR5237-ZUW;109;48;;60;;;322;;;;;;;;;;;;;
323;475877138;12369990858;1936;C;Rafael Rodrigues de Sousa;rafael.sousa;1999-05-06;46651310;2017-05-01;0;179;19557;9778,5;3911,4;264;601,44;ADI;;KLQ3683-XYV;108;33;;72;;;213;;;;;;;;;;;;;
324;314850065;77275271963;7247;S;Camila Regis Ivo;camila.ivo;1992-07-03;41940856;2016-01-20;0;207;21737;10868,5;4347,4;242;695,52;FII;;LEE6645-MII;143;28;;94;;;322;;;;;;;;;;;;;
325;290314522;91388902603;2723;C;Karine Cardoso das Chagas;karine.chagas;1999-12-15;37328172;2017-12-10;0;201;10700;5350;2140;242;675,36;OPIII;;BEH7740-SHK;120;20;;94;;;10;;;;;;;;;;;;;
326;854946018;50989574290;5996;C;Myllena Nacif;myllena.nacif;1977-07-16;21110416;2011-10-09;0;169;1166;583;233,2;220;567,84;LOIII;;IZD1326-PYV;97;6;;185;;;545;;;;;;;;;;;;;
327;810415710;58776157417;3239;C;Flávio Barbosa;flávio.barbosa;1972-05-12;42642844;2010-02-06;0;224;24199;12099,5;4839,8;242;752,64;ADII;;NWU5035-HRZ;78;37;;190;;;213;;;;;;;;;;;;;
328;828816861;12999382406;5025;C;Igor Feijo;igor.feijo;1978-07-11;26895323;2017-07-01;0;190;4222;2111;844,4;242;638,4;FIII;;YCF9832-HFN;61;41;;153;;;322;;;;;;;;;;;;;
329;778112260;15606240625;5757;S;João Pereira Da Silva;joão.silva;1993-02-18;47928533;2011-02-14;2011-07-09;151;19408;9704;3881,6;264;507,36;COI;;MZR4025-THH;65;31;;186;;;11;;;;;;;;;;;;;
330;574951790;4745812998;5144;C;Gabriela Costa;gabriela.costa;1973-07-15;25217266;2012-06-15;0;170;15781;7890,5;3156,2;308;571,2;LOV;;BNJ4293-UZA;133;17;;33;;;545;;;;;;;;;;;;;
331;281548183;35793187889;3275;S;Jayme Carvalho;jayme.carvalho;1986-03-03;28644117;2009-02-12;0;245;2005;1002,5;401;242;823,2;ADI;;BDL9590-SWP;143;50;;125;;;213;;;;;;;;;;;;;
332;552583141;96186343169;3265;C;Luíza Roussef;luíza.roussef;1992-02-12;36195521;2010-02-07;0;217;6362;3181;1272,4;308;729,12;ADI;;LKG2402-LJG;23;3;;95;;;213;;;;;;;;;;;;;
333;511128459;54089698899;5033;S;Juan Santos Rosa;juan.rosa;1998-04-18;21941465;2016-04-13;0;242;21374;10687;4274,8;176;813,12;OPI;;RCQ3120-YTQ;141;14;;0;;;10;;;;;;;;;;;;;
334;781980383;89250112980;4517;S;Ana de Sá Foly;ana.foly;1998-12-17;40167104;2016-12-12;0;164;17453;8726,5;3490,6;286;551,04;ADI;;DUR3603-QTI;134;8;;1;;;213;;;;;;;;;;;;;
335;350726442;60759508463;7811;S;Raquel Tavares;raquel.tavares;1979-09-07;37353966;2012-02-29;0;234;15615;7807,5;3123;198;786,24;OPIII;;WRN4923-RPX;113;40;;135;;;10;;;;;;;;;;;;;
336;817723147;93989972172;3841;S;Raphael Rodrigues;raphael.rodrigues;1971-02-22;27065880;1993-07-12;0;192;24529;12264,5;4905,8;264;645,12;COIII;;CKP1443-NJS;147;28;;5;;;11;;;;;;;;;;;;;
337;422816469;48311601935;6765;C;Carolina de Souza Almeida;carolina.almeida;1980-02-09;31970922;2009-04-19;0;184;4864;2432;972,8;308;618,24;FIIII;;FIR9550-NPZ;143;0;;51;;;322;;;;;;;;;;;;;
338;936325945;73212606115;4852;S;Eduardo Paes Leme;eduardo.leme;1999-02-08;44171824;2017-02-03;0;188;22410;11205;4482;176;631,68;OPII;;FYR4855-YXJ;143;27;;188;;;10;;;;;;;;;;;;;
339;783537646;80379929319;6187;S;Rodrigo Funcke;rodrigo.funcke;1982-03-03;36571944;2011-10-21;2018-01-07;223;1332;666;266,4;176;749,28;LOIV;;UML5986-MWU;33;32;;131;;;545;;;;;;;;;;;;;
340;905415993;21284980627;4098;S;Rafaella Sarmento e Silva;rafaella.silva;1976-05-01;23244211;2001-02-25;0;184;4419;2209,5;883,8;198;618,24;COI;;OHC4113-PMQ;100;54;;7;;;11;;;;;;;;;;;;;
341;167225119;57342935862;2593;S;Marta de Oliveira;marta.oliveira;1975-08-03;30675347;2009-12-27;2013-11-04;246;24747;12373,5;4949,4;242;826,56;OPII;;KDR5971-JUB;79;47;;34;;;10;;;;;;;;;;;;;
342;369626839;30234766197;2754;S;Alfredo Machado Araujo;alfredo.araujo;1986-08-16;41735090;2011-04-04;0;220;16030;8015;3206;198;739,2;ADIII;;OIM6452-SJN;97;43;;200;;;213;;;;;;;;;;;;;
343;147598371;22636401585;5980;S;Audir Muniz;audir.muniz;1988-02-03;25263000;2006-01-29;0;191;2121;1060,5;424,2;220;641,76;LOIV;;YEM8035-WOK;66;51;;189;;;545;;;;;;;;;;;;;
344;164912526;91829316452;1018;S;Matheus Monteiro;matheus.monteiro;1988-06-07;32734988;2011-11-12;0;240;5517;2758,5;1103,4;176;806,4;COI;;OYL4858-NRE;98;30;;128;;;11;;;;;;;;;;;;;
345;562363792;71977928588;7391;S;Marina Duarte Barbosa;marina.barbosa;1987-09-07;44774280;2007-02-21;0;242;3885;1942,5;777;308;813,12;FIII;;IXR3772-YDM;23;44;;172;;;322;;;;;;;;;;;;;
346;344055950;66670708686;3996;C;Thalles Jordão Teixeira;thalles.teixeira;1996-09-09;33297996;2014-09-05;0;150;10929;5464,5;2185,8;154;504;FII;;ZMU5174-QRQ;55;27;;125;;;322;;;;;;;;;;;;;
347;299620674;19408814256;4036;C;Daniel Alvarenga dos Santos;daniel.santos;1997-10-30;49294767;2015-10-26;0;163;23708;11854;4741,6;220;547,68;ADI;;DKE9171-XKI;34;45;;147;;;213;;;;;;;;;;;;;
348;837235079;37557762383;4521;S;Suelen Lander Regasso;suelen.regasso;1999-01-06;44319416;2017-01-01;2018-01-07;236;11997;5998,5;2399,4;308;792,96;OPII;;DLL5481-NBE;37;32;;111;;;10;;;;;;;;;;;;;
